MSISDN;GA_DATE;ID_DSF;DEVICE;VALID_FLAG;REMARKS
6285882756212;20260606;SFBLMKOTA11;4G PRODUCT;0;Sudah terhitung sebelumnya dari Raw Data
6285882756210;20260606;SFBLMKOTA11;4G PRODUCT;0;Sudah terhitung sebelumnya dari Raw Data
6285882769231;20260605;SFTGMS02;4G PRODUCT;0;Sudah terhitung sebelumnya dari Raw Data
6285882769230;20260604;SFTGMS02;4G PRODUCT;0;Sudah terhitung sebelumnya dari Raw Data
6285882769298;20260606;SFTGMS02;4G PRODUCT;0;Sudah terhitung sebelumnya dari Raw Data
6285882759314;20260603;DSFGRAHA15;4G PRODUCT;0;Sudah terhitung sebelumnya dari Raw Data
6285882759315;20260603;DSFGRAHA15;4G PRODUCT;0;Sudah terhitung sebelumnya dari Raw Data
6285882759317;20260603;DSFGRAHA15;4G PRODUCT;0;Sudah terhitung sebelumnya dari Raw Data
6285882759318;20260603;DSFGRAHA15;4G PRODUCT;0;Sudah terhitung sebelumnya dari Raw Data
6285882759320;20260603;DSFGRAHA15;4G PRODUCT;0;Sudah terhitung sebelumnya dari Raw Data
6285882769095;20260603;DSFGRAHA15;4G PRODUCT;0;Sudah terhitung sebelumnya dari Raw Data
6285882769096;20260603;DSFGRAHA15;4G PRODUCT;0;Sudah terhitung sebelumnya dari Raw Data
6285871042038;NOT FOUND;DSFGRAHA15;NOT FOUND;0;MSISDN tidak ditemukan di Raw Data
6285871042041;NOT FOUND;DSFGRAHA15;NOT FOUND;0;MSISDN tidak ditemukan di Raw Data
6285871042037;NOT FOUND;DSFGRAHA15;NOT FOUND;0;MSISDN tidak ditemukan di Raw Data
6285871042040;NOT FOUND;DSFGRAHA15;NOT FOUND;0;MSISDN tidak ditemukan di Raw Data
6285871042039;NOT FOUND;DSFGRAHA15;NOT FOUND;0;MSISDN tidak ditemukan di Raw Data
6285882769088;20260606;DSFGRAHA15;4G PRODUCT;0;Sudah terhitung sebelumnya dari Raw Data
