MSISDN;GA_DATE;ID_DSF;DEVICE;VALID_FLAG;REMARKS
6285882740624;20260408;SFBLMKOTA11;4G PRODUCT;0;Sudah terhitung sebelumnya dari Raw Data
6285711717246;NOT FOUND;SFBLMKOTA11;NOT FOUND;0;MSISDN tidak ditemukan di Raw Data
6285882738548;20260408;SFBLMKOTA11;4G PRODUCT;0;Sudah terhitung sebelumnya dari Raw Data
6285882738549;20260408;SFTGMS02;4G PRODUCT;0;Sudah terhitung sebelumnya dari Raw Data
6285882738551;20260408;SFTGMS02;4G PRODUCT;0;Sudah terhitung sebelumnya dari Raw Data
6285882738550;20260408;SFTGMS02;4G PRODUCT;0;Sudah terhitung sebelumnya dari Raw Data
6285882738553;20260408;SFTGMS02;4G PRODUCT;0;Sudah terhitung sebelumnya dari Raw Data
6285882738552;20260408;SFTGMS02;4G PRODUCT;0;Sudah terhitung sebelumnya dari Raw Data
6285711607793;NOT FOUND;DSFGRAHA14;NOT FOUND;0;MSISDN tidak ditemukan di Raw Data
6285711953630;20260406;DSFGRAHA14;4G PRODUCT;0;Sudah terhitung sebelumnya dari Raw Data
6285711953581;20260406;DSFGRAHA14;4G PRODUCT;0;Sudah terhitung sebelumnya dari Raw Data
6285711953627;20260406;DSFGRAHA14;4G PRODUCT;0;Sudah terhitung sebelumnya dari Raw Data
6285711953556;20260407;DSFGRAHA14;4G PRODUCT;0;Sudah terhitung sebelumnya dari Raw Data
6285711953563;20260408;DSFGRAHA14;4G PRODUCT;0;Sudah terhitung sebelumnya dari Raw Data
6285882738315;20260407;SFPLMB58;4G PRODUCT;0;Sudah terhitung sebelumnya dari Raw Data
6285882738313;20260406;SFPLMB58;4G PRODUCT;0;Sudah terhitung sebelumnya dari Raw Data
6285882738365;20260409;SFPLMB58;4G PRODUCT;0;Sudah terhitung sebelumnya dari Raw Data
6285882739359;20260413;SFBLMKOTA11;4G PRODUCT;0;Sudah terhitung sebelumnya dari Raw Data
6285882738435;20260414;SFSRIBWN11;4G PRODUCT;0;Sudah terhitung sebelumnya dari Raw Data
6285882738436;20260414;SFSRIBWN11;4G PRODUCT;0;Sudah terhitung sebelumnya dari Raw Data
6285882739355;20260413;SFBLMKOTA11;4G PRODUCT;0;Sudah terhitung sebelumnya dari Raw Data
6285882739356;20260413;SFBLMKOTA11;4G PRODUCT;0;Sudah terhitung sebelumnya dari Raw Data
6285882739357;20260413;SFBLMKOTA11;4G PRODUCT;0;Sudah terhitung sebelumnya dari Raw Data
6285882739358;20260413;SFBLMKOTA11;4G PRODUCT;0;Sudah terhitung sebelumnya dari Raw Data
6285882738450;20260414;SFSRIBWN09;4G PRODUCT;0;Sudah terhitung sebelumnya dari Raw Data
6285882738449;20260414;SFSRIBWN09;4G PRODUCT;0;Sudah terhitung sebelumnya dari Raw Data
6285882738432;20260414;SFSRIBWN11;4G PRODUCT;0;Sudah terhitung sebelumnya dari Raw Data
6285882738433;20260414;SFSRIBWN11;4G PRODUCT;0;Sudah terhitung sebelumnya dari Raw Data
